AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,GenderID,CrimeRegisteredDate,prior_case_count,prior_cases_last_90d,prior_cases_last_180d,days_since_prev_case,current_case_heinous,prior_heinous_count,prior_heinous_ratio,gravity_escalation_flag,mean_inter_case_days,cadence_acceleration,distinct_crime_heads,repeated_offence_type,mo_consistency_score,recurring_location_count,target_label,is_evaluable
4893,3309,100180587202100003,Abdul Banakar,27.0,1.0,2021-12-17,12,1,4,12.0,0,1,0.0833,0,29.82,0.4024,7,1,0.0,11,1,1
23714,16396,100030277202200007,Abdul Banakar,25.0,1.0,2022-01-12,13,2,4,26.0,0,1,0.0769,0,28.33,0.9176,7,1,0.0,12,1,1
14591,9988,400060353202200001,Abdul Banakar,36.0,1.0,2022-01-13,14,3,5,1.0,0,1,0.0714,0,28.15,0.0355,7,1,0.0,13,1,1
16606,11379,100010208202200007,Abdul Banakar,34.0,1.0,2022-02-03,15,4,6,21.0,0,1,0.0667,0,26.21,0.8011,7,1,0.0,14,1,1
15105,10363,100140532202200002,Abdul Banakar,,1.0,2022-02-19,16,5,6,16.0,0,1,0.0625,0,25.87,0.6186,7,0,0.0,15,0,1
17777,12176,100080425202200007,Abdul Banakar,31.0,1.0,2022-03-24,17,4,6,33.0,0,1,0.0588,0,25.25,1.3069,8,1,0.0,16,1,1
15034,10319,100170575202200001,Abdul Banakar,31.0,1.0,2022-04-21,18,3,7,28.0,0,1,0.0556,0,25.71,1.0892,8,1,0.0,17,1,1
17036,11682,100080409202200004,Abdul Banakar,23.0,1.0,2022-05-18,19,3,8,27.0,0,1,0.0526,0,25.83,1.0452,8,1,0.0,18,1,1
19357,13295,100070391202200007,Abdul Banakar,21.0,1.0,2022-06-13,20,3,8,26.0,0,1,0.05,0,25.89,1.0041,8,1,0.0,19,1,1
19836,13624,100030267202200005,Abdul Banakar,18.0,,2022-07-02,21,3,8,19.0,0,1,0.0476,0,25.9,0.7336,8,0,0.0,20,1,1
21399,14752,100010039202200009,Abdul Banakar,22.0,1.0,2022-07-21,22,3,7,19.0,0,1,0.0455,0,25.57,0.743,9,1,0.0,21,1,1
15957,10956,100090444202200004,Abdul Banakar,31.0,1.0,2022-07-30,23,4,8,9.0,0,1,0.0435,0,25.27,0.3561,9,1,0.0,22,0,1
19351,13290,800160560202200002,Abdul Banakar,25.0,1.0,2022-09-14,24,3,7,46.0,0,1,0.0417,0,24.57,1.8726,9,1,0.0,23,0,1
23764,16431,100160556202200011,Abdul Banakar,25.0,1.0,2022-10-30,25,1,6,46.0,0,1,0.04,0,25.46,1.8069,9,1,0.0,24,1,1
23765,16431,100160556202200011,Abdul Banakar,25.0,1.0,2022-10-30,26,2,7,0.0,0,1,0.0385,0,26.28,0.0,9,1,0.0,24,1,1
15641,10743,100220627202200003,Abdul Banakar,19.0,1.0,2022-11-16,27,3,7,17.0,0,1,0.037,0,25.31,0.6717,9,1,0.0,24,1,1
15231,10461,100140530202200001,Abdul Banakar,29.0,1.0,2022-11-20,28,4,8,4.0,0,1,0.0357,0,25.0,0.16,9,1,0.0,25,1,1
15212,10447,100160566202200005,Abdul Banakar,25.0,1.0,2022-11-25,29,5,9,5.0,0,1,0.0345,0,24.25,0.2062,9,1,0.0,26,1,1
24377,16869,100140536202200013,Abdul Banakar,17.0,1.0,2022-12-05,30,6,10,10.0,0,1,0.0333,0,23.59,0.424,9,1,0.0,27,1,1
13337,9077,100160563202200001,Abdul Banakar,,1.0,2022-12-24,31,6,10,19.0,0,1,0.0323,0,23.13,0.8213,9,1,0.0,28,0,1
35851,24936,100020216202300005,Abdul Banakar,18.0,1.0,2023-01-24,32,7,9,31.0,0,1,0.0312,0,23.0,1.3478,9,1,0.0,29,0,1
38870,27158,100010090202300014,Abdul Banakar,,1.0,2023-03-02,33,3,9,37.0,0,1,0.0303,0,23.25,1.5914,9,1,0.0,30,1,1
27102,18757,100180587202300002,Abdul Banakar,27.0,,2023-03-10,34,3,10,8.0,0,1,0.0294,0,23.67,0.338,9,1,0.0,31,1,1
33848,23544,100300701202300008,Abdul Banakar,31.0,1.0,2023-03-20,35,4,10,10.0,0,1,0.0286,0,23.21,0.4309,9,1,0.0,31,1,1
29254,20257,100050319202300001,Abdul Banakar,21.0,1.0,2023-04-01,36,4,11,12.0,0,1,0.0278,0,22.83,0.5257,9,1,0.0,32,1,1
38414,26808,100240650202300012,Abdul Banakar,31.0,,2023-04-08,37,5,12,7.0,0,1,0.027,0,22.53,0.3107,9,0,0.0,33,1,1
29029,20097,100190594202300002,Abdul Banakar,35.0,1.0,2023-04-11,38,6,13,3.0,0,1,0.0263,0,22.11,0.1357,10,1,0.0,34,1,1
32619,22624,100250661202300010,Abdul Banakar,34.0,1.0,2023-04-15,39,7,14,4.0,0,1,0.0256,0,21.61,0.1851,10,1,0.0,35,1,1
31634,21915,100010118202300003,Abdul Banakar,18.0,1.0,2023-05-07,40,7,13,22.0,0,1,0.025,0,21.15,1.04,10,1,0.0,36,0,1
29334,20313,100280687202300004,Abdul Banakar,,1.0,2023-06-22,41,5,10,46.0,1,1,0.0244,1,21.18,2.1724,10,1,0.0,37,1,1
35234,24517,100330722202300008,Abdul Banakar,,1.0,2023-06-23,42,6,10,1.0,0,2,0.0476,0,21.78,0.0459,10,1,0.0,38,0,1
31493,21831,100010162202300005,Abdul Banakar,,1.0,2023-08-27,43,2,10,65.0,0,2,0.0465,0,21.29,3.0537,10,1,0.0,39,1,1
35177,24474,400010155202300002,Abdul Banakar,27.0,1.0,2023-09-01,44,3,10,5.0,0,2,0.0455,0,22.3,0.2242,10,1,0.0,40,1,1
36303,25311,100010094202300016,Abdul Banakar,34.0,1.0,2023-09-09,45,4,10,8.0,0,2,0.0444,0,21.91,0.3651,10,1,0.0,41,1,1
27623,19116,100010167202300002,Abdul Banakar,23.0,1.0,2023-10-02,46,3,9,23.0,0,2,0.0435,0,21.6,1.0648,10,1,0.0,42,0,1
28195,19523,100060371202300004,Abdul Banakar,,1.0,2023-11-18,47,4,6,47.0,0,2,0.0426,0,21.63,2.1729,10,1,0.0,43,1,1
35915,24987,400240647202300001,Abdul Banakar,18.0,1.0,2023-12-16,48,2,7,28.0,0,2,0.0417,0,22.17,1.263,10,1,0.0,44,1,1
33630,23396,100160562202300005,Abdul Banakar,26.0,1.0,2023-12-27,49,3,6,11.0,0,2,0.0408,0,22.29,0.4935,10,1,0.0,45,1,1
50038,35325,100050336202400011,Abdul Banakar,24.0,1.0,2024-01-12,50,3,7,16.0,0,2,0.04,0,22.06,0.7253,10,1,0.0,46,1,1
53847,38113,100010087202400008,Abdul Banakar,15.0,1.0,2024-01-19,51,4,8,7.0,0,2,0.0392,0,21.94,0.3191,10,1,0.0,47,0,1
47311,33220,100180590202400005,Abdul Banakar,28.0,1.0,2024-03-13,52,4,6,54.0,0,2,0.0385,0,21.65,2.4946,10,1,0.0,48,1,1
46409,32517,100220628202400006,Abdul Banakar,40.0,1.0,2024-03-27,53,3,7,14.0,0,2,0.0377,0,22.27,0.6287,10,1,0.0,49,1,1
42250,29527,100090443202400005,Abdul Banakar,,1.0,2024-04-15,54,3,7,19.0,1,2,0.037,1,22.11,0.8592,10,1,0.0,50,1,1
51976,36727,800010186202400001,Abdul Banakar,,1.0,2024-04-19,55,3,8,4.0,1,3,0.0545,1,22.06,0.1814,10,1,0.0,51,1,1
42175,29485,100010123202400003,Abdul Banakar,,1.0,2024-04-23,56,4,9,4.0,0,4,0.0714,0,21.73,0.1841,10,1,1.0,51,1,1
46622,32683,100010210202400006,Abdul Banakar,23.0,1.0,2024-05-17,57,5,9,24.0,0,4,0.0702,0,21.41,1.1209,10,1,0.0,52,0,1
45621,31933,100050336202400006,Abdul Banakar,,,2024-07-04,58,4,8,48.0,0,4,0.069,0,21.46,2.2371,10,1,0.0,53,1,1
44160,30812,100100457202400002,Abdul Banakar,20.0,,2024-07-19,59,3,7,15.0,1,4,0.0678,1,21.91,0.6845,10,1,0.0,53,0,1
41481,29030,400100463202400001,Abdul Banakar,25.0,1.0,2024-08-24,60,2,8,36.0,1,5,0.0833,1,21.8,1.6516,10,1,0.0,54,0,1
49928,35229,100140531202400012,Abdul Banakar,26.0,1.0,2024-10-22,61,1,4,59.0,0,6,0.0984,0,22.03,2.6778,10,1,0.0,55,0,1
50571,35732,100010209202400005,Abdul Banakar,16.0,1.0,2024-12-07,62,1,4,46.0,0,6,0.0968,0,22.64,2.0319,10,1,0.0,56,1,1
42659,29806,100120508202400001,Abdul Banakar,,1.0,2024-12-10,63,2,5,3.0,1,6,0.0952,1,23.02,0.1303,10,1,0.0,57,1,1
48477,34105,100260666202400005,Abdul Banakar,28.0,1.0,2024-12-13,64,3,6,3.0,0,7,0.1094,0,22.7,0.1322,10,1,1.0,58,0,1
64946,46327,100010190202500011,Abdul Banakar,28.0,1.0,2025-03-22,65,0,4,99.0,0,7,0.1077,0,22.39,4.4215,10,1,0.0,59,1,1
65097,46446,400190602202500002,Abdul Banakar,,1.0,2025-03-30,66,1,5,8.0,0,7,0.1061,0,23.57,0.3394,10,1,0.0,60,1,1
67601,48331,100030270202500010,Abdul Banakar,,1.0,2025-04-24,67,2,5,25.0,1,7,0.1045,1,23.33,1.0714,10,1,0.0,61,1,1
59852,42561,100010070202500009,Abdul Banakar,23.0,1.0,2025-05-07,68,3,6,13.0,0,8,0.1176,0,23.36,0.5565,10,1,0.0,62,1,1
59854,42561,100010070202500009,Abdul Banakar,23.0,1.0,2025-05-07,69,4,7,0.0,0,8,0.1159,0,23.21,0.0,10,1,0.0,63,0,1
64717,46161,400090446202500002,Abdul Banakar,23.0,1.0,2025-06-07,70,5,7,31.0,0,8,0.1143,0,22.88,1.3547,10,1,0.0,63,1,1
62283,44407,100050319202500012,Abdul Banakar,27.0,1.0,2025-06-08,71,6,8,1.0,0,8,0.1127,0,23.0,0.0435,10,1,0.0,64,1,1
55046,39029,100050343202500001,Abdul Banakar,27.0,1.0,2025-06-12,72,7,7,4.0,0,8,0.1111,0,22.69,0.1763,10,1,0.0,64,0,1
64937,46321,100040299202500010,Abdul Banakar,,1.0,2025-09-03,73,3,8,83.0,0,8,0.1096,0,22.43,3.7003,10,1,1.0,65,1,1
62467,44540,800010137202500001,Abdul Banakar,24.0,1.0,2025-09-11,74,1,9,8.0,1,8,0.1081,1,23.26,0.3439,10,1,0.0,66,1,1
58671,41673,100010111202500008,Abdul Banakar,23.0,1.0,2025-09-12,75,2,10,1.0,1,9,0.12,1,23.05,0.0434,10,1,0.0,67,1,1
62220,44352,100090449202500005,Abdul Banakar,,1.0,2025-10-02,76,3,9,20.0,0,10,0.1316,0,22.76,0.8787,10,1,0.0,68,1,1
62375,44482,100120494202500007,Abdul Banakar,,1.0,2025-10-03,77,4,10,1.0,0,10,0.1299,0,22.72,0.044,10,1,0.0,69,1,1
58450,41514,100060374202500003,Abdul Banakar,,1.0,2025-10-04,78,5,11,1.0,0,10,0.1282,0,22.44,0.0446,10,1,0.0,70,0,1
63301,45178,100130513202500010,Abdul Banakar,26.0,1.0,2025-11-17,79,6,9,44.0,0,10,0.1266,0,22.17,1.985,10,1,0.0,70,1,1
63814,45502,800020232202500001,Abdul Banakar,19.0,1.0,2025-11-17,80,7,10,0.0,0,10,0.125,0,22.44,0.0,10,1,0.0,71,0,1
6231,4264,100030280202100006,Abdul Bhat,,1.0,2021-01-05,0,0,0,365.0,1,0,0.0,1,365.0,1.0,0,0,0.0,0,1,1
11804,7980,100040305202100007,Abdul Bhat,23.0,1.0,2021-01-15,1,1,1,10.0,0,1,1.0,0,10.0,1.0,1,0,0.0,1,1,1
11711,7920,100070394202100009,Abdul Bhat,38.0,1.0,2021-01-17,2,2,2,2.0,0,1,0.5,0,10.0,0.2,2,0,0.0,2,1,1
6839,4623,100130515202100010,Abdul Bhat,18.0,3.0,2021-02-05,3,3,3,19.0,0,1,0.3333,0,6.0,3.1667,3,0,0.0,3,0,1
964,705,100080408202100001,Abdul Bhat,,,2021-03-27,4,4,4,50.0,0,1,0.25,0,10.33,4.8387,4,1,0.0,4,0,1
12573,8492,100290690202100018,Abdul Bhat,30.0,1.0,2021-05-03,5,2,5,37.0,0,1,0.2,0,20.25,1.8272,4,1,0.0,5,1,1
10956,7382,800080427202100001,Abdul Bhat,29.0,1.0,2021-05-05,6,3,6,2.0,0,1,0.1667,0,23.6,0.0847,4,1,0.0,6,1,1
12930,8797,400330719202100001,Abdul Bhat,20.0,1.0,2021-05-09,7,3,7,4.0,0,1,0.1429,0,20.0,0.2,4,1,0.0,7,1,1
3369,2278,100200605202100002,Abdul Bhat,31.0,1.0,2021-06-06,8,4,8,28.0,0,1,0.125,0,17.71,1.5806,4,1,0.0,8,1,1
2995,2048,100290689202100002,Abdul Bhat,,,2021-06-07,9,5,9,1.0,0,1,0.1111,0,19.0,0.0526,4,0,0.0,9,1,1
312,230,100020247202100002,Abdul Bhat,19.0,1.0,2021-07-06,10,5,9,29.0,0,1,0.1,0,17.0,1.7059,5,0,0.0,10,1,1
3944,2624,100090435202100003,Abdul Bhat,20.0,1.0,2021-07-12,11,6,10,6.0,0,1,0.0909,0,18.2,0.3297,6,0,0.0,11,0,1
8454,5659,100090449202100009,Abdul Bhat,27.0,1.0,2021-08-14,12,4,8,33.0,0,1,0.0833,0,17.09,1.9309,7,1,0.0,12,1,1
10486,7059,100070393202100008,Abdul Bhat,15.0,1.0,2021-08-28,13,5,9,14.0,0,1,0.0769,0,18.42,0.7602,7,1,0.0,13,1,1
271,193,400130525202100001,Abdul Bhat,21.0,1.0,2021-09-02,14,6,10,5.0,1,1,0.0714,1,18.08,0.2766,7,0,0.0,14,1,1
11451,7748,100010175202100009,Abdul Bhat,,1.0,2021-09-05,15,6,11,3.0,0,2,0.1333,0,17.14,0.175,8,0,0.0,15,1,1
3296,2234,100040303202100005,Abdul Bhat,,1.0,2021-09-11,16,6,12,6.0,0,2,0.125,0,16.2,0.3704,9,0,0.0,16,1,1
341,250,100070391202100001,Abdul Bhat,,1.0,2021-10-01,17,7,12,20.0,0,2,0.1176,0,15.56,1.2851,10,1,1.0,17,1,1
9693,6501,100020227202100007,Abdul Bhat,19.0,1.0,2021-10-18,18,6,13,17.0,1,2,0.1111,1,15.82,1.0743,10,1,0.0,18,1,1
10132,6809,100010163202100009,Abdul Bhat,,1.0,2021-11-05,19,7,12,18.0,0,3,0.1579,0,15.89,1.1329,10,1,0.0,19,1,1
678,495,100010079202100002,Abdul Bhat,41.0,1.0,2021-11-09,20,8,12,4.0,0,3,0.15,0,16.0,0.25,10,1,0.0,20,0,1
20309,13970,100170569202200005,Abdul Bhat,,,2022-01-22,21,2,9,74.0,0,3,0.1429,0,15.4,4.8052,10,1,0.0,21,0,1
20389,14024,400080422202200002,Abdul Bhat,39.0,1.0,2022-02-23,22,1,9,32.0,0,3,0.1364,0,18.19,1.7592,10,1,0.0,22,1,1
22396,15469,100060376202200006,Abdul Bhat,42.0,1.0,2022-03-23,23,2,6,28.0,0,3,0.1304,0,18.82,1.4879,10,1,0.0,23,1,1
16485,11286,100110473202200004,Abdul Bhat,23.0,1.0,2022-03-29,24,3,7,6.0,0,3,0.125,0,19.22,0.3122,10,1,0.0,24,1,1
24330,16834,100010199202200017,Abdul Bhat,35.0,1.0,2022-04-20,25,4,6,22.0,0,3,0.12,0,18.67,1.1786,10,1,0.0,25,1,1
14008,9574,100190600202200003,Abdul Bhat,36.0,1.0,2022-05-07,26,4,6,17.0,0,3,0.1154,0,18.8,0.9043,10,1,0.0,26,1,1
15005,10291,100040314202200004,Abdul Bhat,35.0,1.0,2022-05-10,27,5,6,3.0,0,3,0.1111,0,18.73,0.1602,10,1,1.0,27,1,1
25718,17806,400030284202200002,Abdul Bhat,34.0,1.0,2022-05-21,28,6,7,11.0,0,3,0.1071,0,18.15,0.6061,10,0,0.0,28,1,1
26172,18095,100010205202200019,Abdul Bhat,24.0,1.0,2022-06-10,29,6,8,20.0,0,3,0.1034,0,17.89,1.1178,11,1,0.0,29,1,1
15049,10328,100010144202200005,Abdul Bhat,,1.0,2022-06-28,30,5,9,18.0,0,3,0.1,0,17.97,1.0019,11,1,1.0,30,1,1
14963,10270,100120504202200001,Abdul Bhat,19.0,1.0,2022-07-04,31,6,10,6.0,0,3,0.0968,0,17.97,0.334,11,1,0.0,31,1,1
18469,12660,400010128202200002,Abdul Bhat,38.0,1.0,2022-08-02,32,6,10,29.0,0,3,0.0938,0,17.58,1.6495,11,0,0.0,32,1,1
15414,10587,100080414202200002,Abdul Bhat,37.0,1.0,2022-08-13,33,5,11,11.0,0,3,0.0909,0,17.94,0.6132,12,1,0.0,33,1,1
14901,10240,400140535202200001,Abdul Bhat,52.0,,2022-09-11,34,4,11,29.0,0,3,0.0882,0,17.73,1.6359,12,1,0.0,34,0,1
23954,16559,800270673202200001,Abdul Bhat,23.0,1.0,2022-10-16,35,3,10,35.0,0,3,0.0857,0,18.06,1.9381,12,1,0.0,35,1,1
15901,10918,100120502202200003,Abdul Bhat,28.0,1.0,2022-11-08,36,3,8,23.0,0,3,0.0833,0,18.54,1.2404,12,1,0.0,36,1,1
22185,15310,100010053202200008,Abdul Bhat,,1.0,2022-11-26,37,3,8,18.0,1,3,0.0811,1,18.67,0.9643,12,1,0.0,37,1,1
26156,18086,400180582202200001,Abdul Bhat,,1.0,2022-12-23,38,3,8,27.0,0,4,0.1053,0,18.65,1.4478,12,1,0.0,38,1,1
29666,20554,100060373202300002,Abdul Bhat,35.0,1.0,2023-01-11,39,4,7,19.0,0,4,0.1026,0,18.87,1.007,12,1,0.0,39,1,1
31830,22056,100210617202300006,Abdul Bhat,,1.0,2023-02-04,40,4,7,24.0,0,4,0.1,0,18.87,1.2717,12,1,0.0,40,1,1
39464,27580,100050342202300015,Abdul Bhat,31.0,1.0,2023-02-05,41,5,8,1.0,0,4,0.0976,0,19.0,0.0526,12,1,0.0,41,1,1
26999,18673,100020218202300001,Abdul Bhat,,1.0,2023-02-08,42,5,9,3.0,0,4,0.0952,0,18.56,0.1616,12,1,0.0,42,0,1
32351,22446,100250662202300009,Abdul Bhat,28.0,1.0,2023-04-05,43,4,8,56.0,0,4,0.093,0,18.19,3.0785,12,1,0.0,43,1,1
39754,27797,100060354202300011,Abdul Bhat,29.0,1.0,2023-04-11,44,5,9,6.0,1,4,0.0909,1,19.07,0.3146,12,1,0.0,44,1,1
29865,20682,100010116202300005,Abdul Bhat,,1.0,2023-04-12,45,5,10,1.0,0,5,0.1111,0,18.77,0.0533,12,1,0.0,45,1,1
37076,25866,100030278202300009,Abdul Bhat,44.0,1.0,2023-05-08,46,4,9,26.0,0,5,0.1087,0,18.38,1.4148,12,1,0.0,46,1,1
38103,26617,100010089202300012,Abdul Bhat,,1.0,2023-05-13,47,4,10,5.0,0,5,0.1064,0,18.54,0.2696,12,1,0.0,47,1,1
26788,18524,100090429202300001,Abdul Bhat,22.0,1.0,2023-05-18,48,5,11,5.0,0,5,0.1042,0,18.26,0.2739,12,1,0.0,48,1,1
32814,22763,100030281202300005,Abdul Bhat,,1.0,2023-06-16,49,6,11,29.0,0,5,0.102,0,17.98,1.613,12,1,1.0,49,1,1
31746,21992,100070390202300007,Abdul Bhat,32.0,1.0,2023-07-10,50,6,11,24.0,0,5,0.1,0,18.2,1.3184,12,1,0.0,50,0,1
28074,19428,100080425202300003,Abdul Bhat,28.0,1.0,2023-10-11,51,0,5,93.0,0,5,0.098,0,18.32,5.0764,12,1,0.0,51,1,1
35491,24691,100200606202300009,Abdul Bhat,23.0,1.0,2023-11-05,52,1,5,25.0,0,5,0.0962,0,19.78,1.2636,12,1,0.0,52,1,1
29258,20260,400130524202300001,Abdul Bhat,28.0,1.0,2023-11-16,53,2,4,11.0,1,5,0.0943,1,19.88,0.5532,12,1,0.0,53,1,1
30556,21191,100010073202300003,Abdul Bhat,,1.0,2023-11-18,54,3,5,2.0,0,6,0.1111,0,19.72,0.1014,12,1,1.0,54,0,1
52301,36962,100040306202400010,Abdul Bhat,31.0,1.0,2024-02-02,55,3,4,76.0,0,6,0.1091,0,19.39,3.9198,12,1,0.0,55,0,1
40893,28629,100010151202400002,Abdul Bhat,31.0,,2024-04-18,56,1,4,76.0,0,6,0.1071,0,20.42,3.7222,12,1,0.0,56,1,1
43056,30062,100020229202400004,Abdul Bhat,16.0,1.0,2024-04-28,57,2,5,10.0,0,6,0.1053,0,21.41,0.4671,12,1,0.0,57,1,1
45799,32057,100140540202400004,Abdul Bhat,36.0,1.0,2024-05-11,58,2,5,13.0,0,6,0.1034,0,21.21,0.6129,12,1,1.0,58,1,1
49111,34617,100340727202400009,Abdul Bhat,,1.0,2024-05-16,59,3,5,5.0,0,6,0.1017,0,21.07,0.2373,12,1,0.0,59,1,1
44837,31333,400050346202400001,Abdul Bhat,43.0,1.0,2024-06-10,60,4,5,25.0,1,6,0.1,1,20.8,1.2021,12,1,0.0,60,1,1
41198,28834,100090443202400002,Abdul Bhat,24.0,1.0,2024-06-17,61,5,6,7.0,0,7,0.1148,0,20.87,0.3355,12,1,0.0,61,0,1
40495,28343,100030255202400002,Abdul Bhat,28.0,1.0,2024-09-22,62,0,6,97.0,0,7,0.1129,0,20.64,4.6998,12,1,0.0,62,1,1
40917,28646,100010194202400001,Abdul Bhat,17.0,,2024-09-27,63,1,7,5.0,0,7,0.1111,0,21.87,0.2286,12,1,0.3333,63,1,1
49263,34713,100010078202400008,Abdul Bhat,22.0,1.0,2024-10-22,64,2,7,25.0,0,7,0.1094,0,21.6,1.1572,12,1,0.5,64,0,1
46770,32798,100170568202400006,Abdul Bhat,33.0,1.0,2024-11-25,65,3,5,34.0,0,7,0.1077,0,21.66,1.57,12,1,0.0,65,1,1
52317,36978,100100458202400011,Abdul Bhat,,1.0,2024-12-07,66,4,6,12.0,0,7,0.1061,0,21.85,0.5493,12,1,0.0,66,0,1
58006,41193,100020214202500005,Abdul Bhat,33.0,1.0,2025-02-11,67,2,5,66.0,0,7,0.1045,0,21.7,3.0419,12,1,0.0,67,0,1
56288,39961,100130517202500001,Abdul Bhat,,1.0,2025-05-10,68,1,3,88.0,1,7,0.1029,1,22.36,3.9359,12,1,0.0,68,0,1
59178,42050,400070380202500001,Abdul Bhat,18.0,1.0,2025-06-11,69,1,2,32.0,0,8,0.1159,0,23.32,1.372,12,1,1.0,69,1,1
64540,46030,100160564202500009,Abdul Bhat,34.0,1.0,2025-06-12,70,2,3,1.0,0,8,0.1143,0,23.45,0.0426,12,1,0.0,70,1,1
68194,48767,100040305202500017,Abdul Bhat,,1.0,2025-06-14,71,3,4,2.0,0,8,0.1127,0,23.13,0.0865,12,1,1.0,71,1,1
69611,49835,100120509202500011,Abdul Bhat,,1.0,2025-07-04,72,4,5,20.0,0,8,0.1111,0,22.83,0.876,12,1,0.0,71,1,1
66158,47248,100160563202500011,Abdul Bhat,38.0,1.0,2025-07-10,73,5,6,6.0,0,8,0.1096,0,22.79,0.2633,12,1,0.0,72,1,1
55873,39666,100020222202500001,Abdul Bhat,,1.0,2025-07-11,74,6,7,1.0,0,8,0.1081,0,22.56,0.0443,12,1,1.0,73,1,1
55863,39664,100120497202500002,Abdul Bhat,29.0,1.0,2025-07-16,75,7,8,5.0,0,8,0.1067,0,22.27,0.2245,12,1,0.0,74,1,1
57822,41028,100190598202500004,Abdul Bhat,34.0,,2025-07-29,76,8,9,13.0,0,8,0.1053,0,22.04,0.5898,12,1,0.0,75,1,1
64969,46350,100010113202500008,Abdul Bhat,24.0,1.0,2025-08-04,77,9,10,6.0,1,8,0.1039,1,21.92,0.2737,12,1,0.0,76,1,1
68389,48918,100010091202500010,Abdul Bhat,21.0,,2025-08-30,78,9,10,26.0,1,9,0.1154,1,21.71,1.1974,12,1,0.0,77,1,1
66716,47647,100040306202500011,Abdul Bhat,23.0,1.0,2025-09-05,79,10,11,6.0,1,10,0.1266,1,21.77,0.2756,12,1,0.0,78,1,1
66855,47762,100040285202500010,Abdul Bhat,,,2025-09-18,80,8,12,13.0,0,11,0.1375,0,21.57,0.6027,12,1,0.0,78,1,1
67996,48632,100270672202500012,Abdul Bhat,25.0,1.0,2025-09-21,81,9,13,3.0,0,11,0.1358,0,21.46,0.1398,12,1,0.0,79,1,1
58299,41384,100220629202500003,Abdul Bhat,20.0,1.0,2025-09-23,82,10,14,2.0,0,11,0.1341,0,21.23,0.0942,12,1,0.0,80,1,1
66130,47230,100060364202500007,Abdul Bhat,,1.0,2025-10-19,83,7,15,26.0,0,11,0.1325,0,21.0,1.2381,12,1,1.0,81,1,1
68787,49214,100310705202500009,Abdul Bhat,18.0,1.0,2025-11-13,84,6,15,25.0,1,11,0.131,1,21.06,1.1871,12,1,0.0,82,1,1
65458,46730,100130522202500009,Abdul Bhat,,1.0,2025-11-22,85,7,16,9.0,0,12,0.1412,0,21.11,0.4264,12,1,0.0,83,1,1
68922,49309,100010067202500014,Abdul Bhat,32.0,1.0,2025-12-01,86,7,17,9.0,0,12,0.1395,0,20.96,0.4293,12,1,0.0,84,1,1
56257,39942,100010067202500002,Abdul Bhat,,1.0,2025-12-03,87,8,18,2.0,1,12,0.1379,1,20.83,0.096,12,1,0.0,85,-1,0
54789,38829,100050322202500001,Abdul Bhat,18.0,,2025-12-18,88,7,16,15.0,0,13,0.1477,0,20.61,0.7278,12,1,0.0,85,-1,0
5518,3764,100010107202100006,Abdul Biradar,,1.0,2021-01-10,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,1,1
316,234,100020237202100001,Abdul Biradar,,1.0,2021-01-26,1,1,1,16.0,1,0,0.0,1,16.0,1.0,1,0,0.0,1,1,1
4774,3227,100010126202100005,Abdul Biradar,26.0,1.0,2021-02-23,2,2,2,28.0,0,1,0.5,0,16.0,1.75,2,0,0.0,2,1,1
4803,3242,100010113202100002,Abdul Biradar,26.0,1.0,2021-03-03,3,3,3,8.0,0,1,0.3333,0,22.0,0.3636,3,1,0.0,3,1,1
7290,4926,100010061202100006,Abdul Biradar,20.0,1.0,2021-03-17,4,4,4,14.0,1,1,0.25,1,17.33,0.8077,3,0,0.0,4,1,1
7720,5206,100050329202100008,Abdul Biradar,18.0,1.0,2021-03-22,5,5,5,5.0,0,2,0.4,0,16.5,0.303,4,1,0.0,5,1,1
12673,8574,100310707202100012,Abdul Biradar,17.0,,2021-04-01,6,6,6,10.0,0,2,0.3333,0,14.2,0.7042,4,0,0.0,6,1,1
8754,5876,100120499202100006,Abdul Biradar,46.0,1.0,2021-04-16,7,6,7,15.0,0,2,0.2857,0,13.5,1.1111,5,0,0.0,7,1,1
7041,4767,100160556202100004,Abdul Biradar,35.0,1.0,2021-05-09,8,6,8,23.0,0,2,0.25,0,13.71,1.6771,6,1,0.0,8,1,1
3630,2447,100260671202100002,Abdul Biradar,,1.0,2021-05-23,9,7,9,14.0,0,2,0.2222,0,14.88,0.9412,6,0,0.0,9,1,1
9294,6259,100090430202100009,Abdul Biradar,18.0,,2021-06-01,10,7,10,9.0,0,2,0.2,0,14.78,0.609,7,1,0.0,10,0,1
4157,2790,400060365202100001,Abdul Biradar,42.0,1.0,2021-07-22,11,3,10,51.0,0,2,0.1818,0,14.2,3.5915,7,0,0.0,11,1,1
8886,5977,100130524202100007,Abdul Biradar,,1.0,2021-08-03,12,4,10,12.0,0,2,0.1667,0,17.55,0.6839,8,1,0.0,12,1,1
4912,3326,100010103202100005,Abdul Biradar,26.0,1.0,2021-08-16,13,4,11,13.0,0,2,0.1538,0,17.08,0.761,8,1,0.0,13,0,1
11846,8003,100060362202100012,Abdul Biradar,,1.0,2021-11-02,14,1,6,78.0,0,2,0.1429,0,16.77,4.6514,8,1,0.0,14,1,1
